OrderID,OrderDate,CustomerID,CustomerName,Region,City,ProductID,ProductName,Category,Quantity,UnitPrice,SalesAmount,Discount,Profit
O01289,2025-05-28,C298,Customer 298,Region 4,City 29,P017,Product 17,Category 2,5,373.36,1866.8,10,443.78
O01290,2025-03-08,C114,Customer 114,Region 5,City 25,P059,Product 59,Category 14,6,348.66,2091.96,20,622.78
O01291,2025-12-05,C037,Customer 37,Region 7,City 8,P009,Product 9,Category 9,10,154.35,1543.5,15,430.38
O01292,2025-07-13,C128,Customer 128,Region 2,City 9,P070,Product 70,Category 10,7,231.01,1617.07,15,354.25
O01293,2025-06-17,C267,Customer 267,Region 5,City 28,P036,Product 36,Category 6,4,93.48,373.92,20,25.46
O01294,2025-01-16,C154,Customer 154,Region 10,City 5,P020,Product 20,Category 5,4,261.28,1045.12,5,200.5
O01295,2025-10-11,C201,Customer 201,Region 4,City 22,P008,Product 8,Category 8,3,252.32,756.96,5,148.93
O01296,2025-04-02,C186,Customer 186,Region 8,City 7,P002,Product 2,Category 2,10,181.44,1814.4,15,302.94
O01297,2025-10-04,C125,Customer 125,Region 6,City 6,P085,Product 85,Category 10,5,456.11,2280.55,0,663.32
O01298,2025-06-23,C107,Customer 107,Region 5,City 18,P090,Product 90,Category 15,8,299.19,2393.52,0,545.74
O01299,2025-09-30,C267,Customer 267,Region 5,City 28,P012,Product 12,Category 12,7,453.15,3172.05,0,661.72
O01300,2025-11-19,C051,Customer 51,Region 10,City 22,P097,Product 97,Category 7,10,226.37,2263.7,5,528.56
O01301,2025-12-28,C105,Customer 105,Region 7,City 16,P060,Product 60,Category 15,10,197.8,1978.0,10,538.03
O01302,2025-02-13,C073,Customer 73,Region 7,City 14,P006,Product 6,Category 6,6,65.37,392.22,5,23.72
O01303,2025-07-31,C132,Customer 132,Region 2,City 13,P034,Product 34,Category 4,6,389.34,2336.04,15,170.83
O01304,2025-06-12,C118,Customer 118,Region 4,City 29,P026,Product 26,Category 11,1,474.87,474.87,5,129.65
O01305,2025-03-31,C092,Customer 92,Region 2,City 3,P015,Product 15,Category 15,5,366.97,1834.85,15,488.3
O01306,2025-09-02,C211,Customer 211,Region 9,City 2,P072,Product 72,Category 12,1,27.53,27.53,10,3.51
O01307,2025-03-03,C294,Customer 294,Region 9,City 25,P029,Product 29,Category 14,1,260.21,260.21,10,77.11
O01308,2025-04-19,C055,Customer 55,Region 4,City 26,P099,Product 99,Category 9,8,154.71,1237.68,20,150.24
O01309,2025-12-12,C185,Customer 185,Region 10,City 6,P042,Product 42,Category 12,7,416.99,2918.93,10,623.4
O01310,2025-01-16,C178,Customer 178,Region 3,City 29,P029,Product 29,Category 14,8,260.21,2081.68,20,326.08
O01311,2025-12-10,C139,Customer 139,Region 8,City 20,P020,Product 20,Category 5,4,261.28,1045.12,5,61.99
O01312,2025-05-17,C113,Customer 113,Region 8,City 24,P088,Product 88,Category 13,10,289.01,2890.1,0,491.73
O01313,2025-10-04,C050,Customer 50,Region 7,City 21,P085,Product 85,Category 10,9,456.11,4104.99,5,466.93
O01314,2025-01-30,C113,Customer 113,Region 8,City 24,P028,Product 28,Category 13,5,186.78,933.9,5,98.36
O01315,2025-08-19,C260,Customer 260,Region 3,City 21,P055,Product 55,Category 10,4,215.67,862.68,10,233.92
O01316,2025-03-19,C299,Customer 299,Region 8,City 30,P038,Product 38,Category 8,6,30.8,184.8,15,41.11
O01317,2025-07-10,C235,Customer 235,Region 4,City 26,P004,Product 4,Category 4,9,446.21,4015.89,5,1007.39
O01318,2025-02-13,C027,Customer 27,Region 5,City 28,P014,Product 14,Category 14,3,159.28,477.84,0,64.83
O01319,2025-06-07,C008,Customer 8,Region 10,City 9,P026,Product 26,Category 11,6,474.87,2849.22,15,606.95
O01320,2025-12-04,C002,Customer 2,Region 1,City 3,P071,Product 71,Category 11,7,289.19,2024.33,15,283.24
O01321,2025-12-25,C172,Customer 172,Region 1,City 23,P054,Product 54,Category 9,6,12.91,77.46,15,21.49
O01322,2025-12-11,C026,Customer 26,Region 7,City 27,P064,Product 64,Category 4,7,445.94,3121.58,20,720.68
O01323,2025-03-07,C114,Customer 114,Region 5,City 25,P094,Product 94,Category 4,10,65.36,653.6,10,168.53
O01324,2025-06-25,C076,Customer 76,Region 6,City 17,P059,Product 59,Category 14,1,348.66,348.66,5,26.67
O01325,2025-07-20,C245,Customer 245,Region 3,City 6,P037,Product 37,Category 7,6,329.5,1977.0,20,564.52
O01326,2025-05-08,C058,Customer 58,Region 4,City 29,P087,Product 87,Category 12,8,230.44,1843.52,15,492.71
O01327,2025-07-25,C278,Customer 278,Region 2,City 9,P025,Product 25,Category 10,7,34.77,243.39,5,64.4
O01328,2025-07-05,C107,Customer 107,Region 5,City 18,P081,Product 81,Category 6,6,112.74,676.44,0,180.0
O01329,2025-03-11,C044,Customer 44,Region 2,City 15,P098,Product 98,Category 8,1,335.46,335.46,5,63.25
O01330,2025-09-20,C174,Customer 174,Region 10,City 25,P031,Product 31,Category 1,9,69.9,629.1,5,142.47
O01331,2025-09-23,C210,Customer 210,Region 7,City 1,P067,Product 67,Category 7,9,245.24,2207.16,10,155.62
O01332,2025-05-27,C269,Customer 269,Region 6,City 30,P003,Product 3,Category 3,8,436.22,3489.76,10,465.78
O01333,2025-04-18,C007,Customer 7,Region 10,City 8,P073,Product 73,Category 13,5,98.73,493.65,15,54.82
O01334,2025-08-29,C255,Customer 255,Region 9,City 16,P097,Product 97,Category 7,1,226.37,226.37,10,52.26
O01335,2025-07-21,C056,Customer 56,Region 10,City 27,P038,Product 38,Category 8,1,30.8,30.8,10,7.65
O01336,2025-04-05,C095,Customer 95,Region 7,City 6,P082,Product 82,Category 7,2,387.7,775.4,15,148.72
O01337,2025-05-05,C136,Customer 136,Region 5,City 17,P087,Product 87,Category 12,1,230.44,230.44,20,29.1
O01338,2025-04-07,C223,Customer 223,Region 3,City 14,P006,Product 6,Category 6,1,65.37,65.37,0,8.57
O01339,2025-03-27,C252,Customer 252,Region 6,City 13,P057,Product 57,Category 12,4,310.13,1240.52,20,242.54
O01340,2025-03-22,C190,Customer 190,Region 3,City 11,P070,Product 70,Category 10,1,231.01,231.01,10,20.32
O01341,2025-10-28,C225,Customer 225,Region 7,City 16,P032,Product 32,Category 2,8,246.16,1969.28,5,160.1
O01342,2025-06-24,C267,Customer 267,Region 5,City 28,P009,Product 9,Category 9,7,154.35,1080.45,20,276.26
O01343,2025-09-21,C144,Customer 144,Region 4,City 25,P003,Product 3,Category 3,1,436.22,436.22,15,97.83
O01344,2025-02-16,C131,Customer 131,Region 7,City 12,P095,Product 95,Category 5,5,177.16,885.8,20,214.55
O01345,2025-12-10,C123,Customer 123,Region 5,City 4,P043,Product 43,Category 13,10,374.4,3744.0,15,803.92
O01346,2025-11-17,C145,Customer 145,Region 10,City 26,P004,Product 4,Category 4,3,446.21,1338.63,10,228.35
O01347,2025-05-27,C082,Customer 82,Region 6,City 23,P091,Product 91,Category 1,10,338.65,3386.5,15,669.66
O01348,2025-12-07,C255,Customer 255,Region 9,City 16,P023,Product 23,Category 8,5,444.27,2221.35,20,452.68
O01349,2025-01-18,C206,Customer 206,Region 7,City 27,P092,Product 92,Category 2,10,134.34,1343.4,15,163.27
O01350,2025-11-07,C251,Customer 251,Region 1,City 12,P010,Product 10,Category 10,1,293.01,293.01,10,43.23
O01351,2025-01-25,C156,Customer 156,Region 2,City 7,P004,Product 4,Category 4,5,446.21,2231.05,0,142.5
O01352,2025-05-28,C099,Customer 99,Region 8,City 10,P061,Product 61,Category 1,7,126.53,885.71,10,178.11
O01353,2025-02-04,C072,Customer 72,Region 9,City 13,P016,Product 16,Category 1,1,29.92,29.92,20,4.19
O01354,2025-11-07,C036,Customer 36,Region 9,City 7,P019,Product 19,Category 4,6,20.62,123.72,20,7.83
O01355,2025-01-03,C235,Customer 235,Region 4,City 26,P027,Product 27,Category 12,1,273.37,273.37,0,39.17
O01356,2025-07-24,C042,Customer 42,Region 5,City 13,P039,Product 39,Category 9,2,489.97,979.94,0,98.66
O01357,2025-07-25,C039,Customer 39,Region 6,City 10,P087,Product 87,Category 12,10,230.44,2304.4,5,436.09
O01358,2025-03-30,C031,Customer 31,Region 5,City 2,P080,Product 80,Category 5,5,322.73,1613.65,10,119.97
O01359,2025-07-22,C272,Customer 272,Region 5,City 3,P016,Product 16,Category 1,1,29.92,29.92,0,3.89
O01360,2025-03-23,C083,Customer 83,Region 1,City 24,P016,Product 16,Category 1,3,29.92,89.76,15,22.94
O01361,2025-06-18,C024,Customer 24,Region 2,City 25,P029,Product 29,Category 14,5,260.21,1301.05,10,352.21
O01362,2025-04-11,C005,Customer 5,Region 8,City 6,P050,Product 50,Category 5,7,464.52,3251.64,20,939.01
O01363,2025-12-30,C271,Customer 271,Region 2,City 2,P054,Product 54,Category 9,8,12.91,103.28,0,8.15
O01364,2025-07-16,C143,Customer 143,Region 8,City 24,P067,Product 67,Category 7,9,245.24,2207.16,0,313.27
O01365,2025-11-02,C062,Customer 62,Region 8,City 3,P090,Product 90,Category 15,4,299.19,1196.76,20,253.4
O01366,2025-11-04,C185,Customer 185,Region 10,City 6,P033,Product 33,Category 3,3,392.37,1177.11,20,251.07
O01367,2025-12-21,C006,Customer 6,Region 9,City 7,P091,Product 91,Category 1,4,338.65,1354.6,20,402.6
O01368,2025-09-08,C179,Customer 179,Region 5,City 30,P014,Product 14,Category 14,8,159.28,1274.24,15,334.87
O01369,2025-03-03,C290,Customer 290,Region 2,City 21,P019,Product 19,Category 4,10,20.62,206.2,5,53.08
O01370,2025-12-14,C045,Customer 45,Region 4,City 16,P055,Product 55,Category 10,5,215.67,1078.35,15,302.29
O01371,2025-10-21,C009,Customer 9,Region 7,City 10,P042,Product 42,Category 12,8,416.99,3335.92,5,187.52
O01372,2025-07-05,C262,Customer 262,Region 3,City 23,P059,Product 59,Category 14,7,348.66,2440.62,0,322.87
O01373,2025-11-10,C200,Customer 200,Region 3,City 21,P052,Product 52,Category 7,9,409.71,3687.39,20,735.38
O01374,2025-12-04,C297,Customer 297,Region 8,City 28,P025,Product 25,Category 10,1,34.77,34.77,10,10.26
O01375,2025-07-08,C120,Customer 120,Region 8,City 1,P063,Product 63,Category 3,6,307.88,1847.28,20,297.37
O01376,2025-10-05,C271,Customer 271,Region 2,City 2,P012,Product 12,Category 12,9,453.15,4078.35,10,847.46
O01377,2025-08-12,C026,Customer 26,Region 7,City 27,P021,Product 21,Category 6,9,126.09,1134.81,5,156.97
O01378,2025-07-01,C021,Customer 21,Region 5,City 22,P064,Product 64,Category 4,1,445.94,445.94,20,103.75
O01379,2025-12-31,C219,Customer 219,Region 1,City 10,P085,Product 85,Category 10,5,456.11,2280.55,5,615.46
O01380,2025-01-08,C281,Customer 281,Region 8,City 12,P079,Product 79,Category 4,9,47.04,423.36,10,92.27
O01381,2025-05-13,C238,Customer 238,Region 5,City 29,P020,Product 20,Category 5,6,261.28,1567.68,0,225.93
O01382,2025-08-11,C249,Customer 249,Region 2,City 10,P100,Product 100,Category 10,8,118.57,948.56,0,48.73
O01383,2025-05-14,C176,Customer 176,Region 3,City 27,P055,Product 55,Category 10,2,215.67,431.34,0,120.71
O01384,2025-04-20,C268,Customer 268,Region 8,City 29,P081,Product 81,Category 6,4,112.74,450.96,10,33.32
O01385,2025-08-08,C235,Customer 235,Region 4,City 26,P060,Product 60,Category 15,5,197.8,989.0,5,202.23
O01386,2025-06-18,C084,Customer 84,Region 9,City 25,P032,Product 32,Category 2,9,246.16,2215.44,5,183.79
O01387,2025-05-11,C257,Customer 257,Region 6,City 18,P091,Product 91,Category 1,6,338.65,2031.9,15,519.45
O01388,2025-09-07,C292,Customer 292,Region 7,City 23,P092,Product 92,Category 2,5,134.34,671.7,20,155.72
O01389,2025-10-16,C092,Customer 92,Region 2,City 3,P042,Product 42,Category 12,4,416.99,1667.96,0,427.6
O01390,2025-04-06,C264,Customer 264,Region 2,City 25,P062,Product 62,Category 2,6,167.7,1006.2,10,232.65
O01391,2025-06-07,C166,Customer 166,Region 5,City 17,P007,Product 7,Category 7,7,451.77,3162.39,20,526.79
O01392,2025-09-09,C275,Customer 275,Region 9,City 6,P069,Product 69,Category 9,5,386.3,1931.5,0,498.04
O01393,2025-07-23,C123,Customer 123,Region 5,City 4,P003,Product 3,Category 3,9,436.22,3925.98,10,939.55
O01394,2025-09-15,C167,Customer 167,Region 3,City 18,P078,Product 78,Category 3,9,382.56,3443.04,5,958.27
O01395,2025-05-22,C043,Customer 43,Region 9,City 14,P002,Product 2,Category 2,2,181.44,362.88,5,55.33
O01396,2025-08-19,C113,Customer 113,Region 8,City 24,P066,Product 66,Category 6,7,79.06,553.42,10,115.82
O01397,2025-01-29,C299,Customer 299,Region 8,City 30,P073,Product 73,Category 13,8,98.73,789.84,10,83.47
O01398,2025-06-30,C096,Customer 96,Region 4,City 7,P007,Product 7,Category 7,1,451.77,451.77,20,53.43
O01399,2025-07-22,C008,Customer 8,Region 10,City 9,P099,Product 99,Category 9,1,154.71,154.71,0,26.25
O01400,2025-07-27,C184,Customer 184,Region 1,City 5,P058,Product 58,Category 13,8,201.63,1613.04,5,97.56
O01401,2025-07-21,C296,Customer 296,Region 2,City 27,P019,Product 19,Category 4,10,20.62,206.2,10,58.83
O01402,2025-12-12,C098,Customer 98,Region 5,City 9,P081,Product 81,Category 6,9,112.74,1014.66,0,240.15
O01403,2025-03-28,C090,Customer 90,Region 4,City 1,P061,Product 61,Category 1,3,126.53,379.59,10,110.96
O01404,2025-06-26,C063,Customer 63,Region 9,City 4,P006,Product 6,Category 6,9,65.37,588.33,20,124.85
O01405,2025-09-25,C078,Customer 78,Region 8,City 19,P033,Product 33,Category 3,9,392.37,3531.33,15,212.6
O01406,2025-10-16,C196,Customer 196,Region 6,City 17,P003,Product 3,Category 3,7,436.22,3053.54,5,354.82
O01407,2025-12-29,C252,Customer 252,Region 6,City 13,P026,Product 26,Category 11,7,474.87,3324.09,15,338.95
O01408,2025-04-30,C207,Customer 207,Region 2,City 28,P085,Product 85,Category 10,9,456.11,4104.99,20,990.33
O01409,2025-09-14,C257,Customer 257,Region 6,City 18,P033,Product 33,Category 3,4,392.37,1569.48,20,401.89
O01410,2025-08-13,C062,Customer 62,Region 8,City 3,P045,Product 45,Category 15,10,189.29,1892.9,5,488.85
O01411,2025-04-23,C287,Customer 287,Region 1,City 18,P058,Product 58,Category 13,1,201.63,201.63,15,49.21
O01412,2025-01-06,C120,Customer 120,Region 8,City 1,P076,Product 76,Category 1,3,21.06,63.18,10,10.64
O01413,2025-10-09,C037,Customer 37,Region 7,City 8,P081,Product 81,Category 6,6,112.74,676.44,5,111.6
O01414,2025-08-14,C040,Customer 40,Region 3,City 11,P094,Product 94,Category 4,1,65.36,65.36,10,9.47
O01415,2025-02-18,C242,Customer 242,Region 7,City 3,P041,Product 41,Category 11,10,267.12,2671.2,0,211.34
O01416,2025-08-23,C041,Customer 41,Region 4,City 12,P021,Product 21,Category 6,3,126.09,378.27,10,103.53
O01417,2025-03-30,C279,Customer 279,Region 9,City 10,P030,Product 30,Category 15,6,225.39,1352.34,5,240.31
O01418,2025-08-24,C106,Customer 106,Region 2,City 17,P011,Product 11,Category 11,8,48.35,386.8,0,113.46
O01419,2025-02-24,C126,Customer 126,Region 7,City 7,P023,Product 23,Category 8,3,444.27,1332.81,0,146.23
O01420,2025-12-27,C142,Customer 142,Region 2,City 23,P065,Product 65,Category 5,7,194.4,1360.8,15,354.96
O01421,2025-01-21,C045,Customer 45,Region 4,City 16,P008,Product 8,Category 8,10,252.32,2523.2,0,299.89
O01422,2025-11-04,C275,Customer 275,Region 9,City 6,P010,Product 10,Category 10,1,293.01,293.01,5,18.45
O01423,2025-11-30,C107,Customer 107,Region 5,City 18,P052,Product 52,Category 7,1,409.71,409.71,15,96.05
O01424,2025-06-19,C273,Customer 273,Region 8,City 4,P020,Product 20,Category 5,2,261.28,522.56,20,153.12
O01425,2025-11-23,C019,Customer 19,Region 1,City 20,P074,Product 74,Category 14,9,291.07,2619.63,20,345.26
O01426,2025-03-10,C237,Customer 237,Region 1,City 28,P058,Product 58,Category 13,6,201.63,1209.78,15,113.81
O01427,2025-06-28,C179,Customer 179,Region 5,City 30,P046,Product 46,Category 1,3,42.09,126.27,5,13.96
O01428,2025-04-26,C133,Customer 133,Region 4,City 14,P055,Product 55,Category 10,4,215.67,862.68,20,191.34
O01429,2025-01-04,C045,Customer 45,Region 4,City 16,P089,Product 89,Category 14,1,220.92,220.92,10,37.35
O01430,2025-04-28,C221,Customer 221,Region 1,City 12,P048,Product 48,Category 3,1,392.2,392.2,10,86.49
O01431,2025-04-02,C213,Customer 213,Region 2,City 4,P085,Product 85,Category 10,5,456.11,2280.55,5,665.24
O01432,2025-05-15,C178,Customer 178,Region 3,City 29,P059,Product 59,Category 14,2,348.66,697.32,5,182.94
O01433,2025-05-31,C016,Customer 16,Region 1,City 17,P043,Product 43,Category 13,7,374.4,2620.8,20,445.71
O01434,2025-08-27,C063,Customer 63,Region 9,City 4,P012,Product 12,Category 12,4,453.15,1812.6,5,224.77
O01435,2025-03-22,C249,Customer 249,Region 2,City 10,P030,Product 30,Category 15,4,225.39,901.56,0,191.37
O01436,2025-10-17,C283,Customer 283,Region 10,City 14,P007,Product 7,Category 7,9,451.77,4065.93,15,605.74
O01437,2025-06-19,C147,Customer 147,Region 7,City 28,P007,Product 7,Category 7,10,451.77,4517.7,5,560.35
O01438,2025-09-11,C085,Customer 85,Region 3,City 26,P099,Product 99,Category 9,9,154.71,1392.39,15,370.59
O01439,2025-09-21,C018,Customer 18,Region 9,City 19,P067,Product 67,Category 7,6,245.24,1471.44,20,389.45
O01440,2025-12-30,C239,Customer 239,Region 2,City 30,P097,Product 97,Category 7,5,226.37,1131.85,20,210.09
O01441,2025-10-01,C101,Customer 101,Region 7,City 12,P093,Product 93,Category 3,9,53.85,484.65,0,56.51
O01442,2025-10-30,C236,Customer 236,Region 10,City 27,P003,Product 3,Category 3,9,436.22,3925.98,20,397.66
O01443,2025-04-16,C015,Customer 15,Region 6,City 16,P065,Product 65,Category 5,6,194.4,1166.4,20,280.61
O01444,2025-03-25,C038,Customer 38,Region 4,City 9,P055,Product 55,Category 10,5,215.67,1078.35,20,196.79
O01445,2025-02-03,C070,Customer 70,Region 2,City 11,P008,Product 8,Category 8,1,252.32,252.32,0,44.92
O01446,2025-09-13,C177,Customer 177,Region 8,City 28,P092,Product 92,Category 2,10,134.34,1343.4,15,125.22
O01447,2025-05-13,C218,Customer 218,Region 4,City 9,P034,Product 34,Category 4,6,389.34,2336.04,15,301.1
O01448,2025-10-13,C139,Customer 139,Region 8,City 20,P085,Product 85,Category 10,10,456.11,4561.1,0,619.82
O01449,2025-02-21,C124,Customer 124,Region 5,City 5,P072,Product 72,Category 12,1,27.53,27.53,5,7.74
O01450,2025-04-07,C258,Customer 258,Region 5,City 19,P023,Product 23,Category 8,6,444.27,2665.62,20,569.91
O01451,2025-04-26,C011,Customer 11,Region 6,City 12,P015,Product 15,Category 15,1,366.97,366.97,10,40.6
O01452,2025-05-14,C118,Customer 118,Region 4,City 29,P002,Product 2,Category 2,6,181.44,1088.64,20,310.95
O01453,2025-06-27,C131,Customer 131,Region 7,City 12,P066,Product 66,Category 6,7,79.06,553.42,5,39.06
O01454,2025-05-29,C234,Customer 234,Region 8,City 25,P068,Product 68,Category 8,5,366.31,1831.55,5,324.57
O01455,2025-09-17,C185,Customer 185,Region 10,City 6,P030,Product 30,Category 15,8,225.39,1803.12,10,346.71
O01456,2025-02-19,C222,Customer 222,Region 8,City 13,P006,Product 6,Category 6,4,65.37,261.48,0,45.26
O01457,2025-02-24,C056,Customer 56,Region 10,City 27,P083,Product 83,Category 8,5,465.48,2327.4,5,294.61
O01458,2025-10-26,C021,Customer 21,Region 5,City 22,P002,Product 2,Category 2,4,181.44,725.76,10,91.13
O01459,2025-12-06,C046,Customer 46,Region 4,City 17,P005,Product 5,Category 5,6,86.73,520.38,0,68.25
O01460,2025-05-26,C097,Customer 97,Region 6,City 8,P008,Product 8,Category 8,8,252.32,2018.56,15,255.0
O01461,2025-11-30,C195,Customer 195,Region 1,City 16,P009,Product 9,Category 9,9,154.35,1389.15,10,111.03
O01462,2025-02-03,C028,Customer 28,Region 1,City 29,P095,Product 95,Category 5,8,177.16,1417.28,15,155.32
O01463,2025-08-16,C028,Customer 28,Region 1,City 29,P002,Product 2,Category 2,9,181.44,1632.96,20,284.61
O01464,2025-03-17,C118,Customer 118,Region 4,City 29,P041,Product 41,Category 11,4,267.12,1068.48,10,156.9
O01465,2025-10-10,C071,Customer 71,Region 3,City 12,P083,Product 83,Category 8,2,465.48,930.96,5,202.15
O01466,2025-11-02,C113,Customer 113,Region 8,City 24,P048,Product 48,Category 3,10,392.2,3922.0,10,271.3
O01467,2025-02-28,C199,Customer 199,Region 8,City 20,P045,Product 45,Category 15,10,189.29,1892.9,15,186.94
O01468,2025-07-15,C253,Customer 253,Region 7,City 14,P064,Product 64,Category 4,5,445.94,2229.7,0,312.29
O01469,2025-08-26,C083,Customer 83,Region 1,City 24,P096,Product 96,Category 6,10,437.68,4376.8,10,1294.03
O01470,2025-08-08,C102,Customer 102,Region 7,City 13,P031,Product 31,Category 1,2,69.9,139.8,10,39.54
O01471,2025-08-02,C135,Customer 135,Region 2,City 16,P053,Product 53,Category 8,8,434.3,3474.4,20,347.31
O01472,2025-10-27,C118,Customer 118,Region 4,City 29,P076,Product 76,Category 1,4,21.06,84.24,10,21.86
O01473,2025-12-19,C107,Customer 107,Region 5,City 18,P091,Product 91,Category 1,5,338.65,1693.25,5,274.02
O01474,2025-08-04,C148,Customer 148,Region 1,City 29,P075,Product 75,Category 15,7,418.32,2928.24,5,595.26
O01475,2025-12-05,C191,Customer 191,Region 5,City 12,P006,Product 6,Category 6,4,65.37,261.48,20,42.84
O01476,2025-02-26,C124,Customer 124,Region 5,City 5,P025,Product 25,Category 10,6,34.77,208.62,15,26.89
O01477,2025-09-30,C147,Customer 147,Region 7,City 28,P078,Product 78,Category 3,9,382.56,3443.04,0,239.06
O01478,2025-03-31,C018,Customer 18,Region 9,City 19,P006,Product 6,Category 6,1,65.37,65.37,5,5.15
O01479,2025-12-01,C161,Customer 161,Region 10,City 12,P100,Product 100,Category 10,1,118.57,118.57,5,32.53
O01480,2025-09-12,C176,Customer 176,Region 3,City 27,P053,Product 53,Category 8,5,434.3,2171.5,10,364.3
O01481,2025-10-08,C291,Customer 291,Region 4,City 22,P022,Product 22,Category 7,4,474.2,1896.8,5,516.04
O01482,2025-09-17,C230,Customer 230,Region 1,City 21,P020,Product 20,Category 5,9,261.28,2351.52,5,550.62
O01483,2025-12-18,C167,Customer 167,Region 3,City 18,P054,Product 54,Category 9,1,12.91,12.91,5,3.49
O01484,2025-03-21,C065,Customer 65,Region 3,City 6,P031,Product 31,Category 1,9,69.9,629.1,10,41.34
O01485,2025-07-18,C148,Customer 148,Region 1,City 29,P078,Product 78,Category 3,8,382.56,3060.48,20,401.1
O01486,2025-04-13,C202,Customer 202,Region 7,City 23,P037,Product 37,Category 7,1,329.5,329.5,10,81.74
O01487,2025-05-13,C135,Customer 135,Region 2,City 16,P048,Product 48,Category 3,7,392.2,2745.4,15,418.87
O01488,2025-09-21,C098,Customer 98,Region 5,City 9,P065,Product 65,Category 5,10,194.4,1944.0,10,418.19
O01489,2025-06-12,C029,Customer 29,Region 9,City 30,P098,Product 98,Category 8,6,335.46,2012.76,5,233.03
O01490,2025-03-01,C296,Customer 296,Region 2,City 27,P090,Product 90,Category 15,2,299.19,598.38,20,109.87
O01491,2025-04-18,C092,Customer 92,Region 2,City 3,P059,Product 59,Category 14,1,348.66,348.66,5,20.94
O01492,2025-02-25,C112,Customer 112,Region 10,City 23,P056,Product 56,Category 11,1,261.99,261.99,0,68.34
O01493,2025-05-17,C006,Customer 6,Region 9,City 7,P060,Product 60,Category 15,7,197.8,1384.6,0,224.71
O01494,2025-04-04,C104,Customer 104,Region 4,City 15,P086,Product 86,Category 11,4,371.95,1487.8,20,275.18
O01495,2025-05-08,C118,Customer 118,Region 4,City 29,P036,Product 36,Category 6,4,93.48,373.92,15,90.09
O01496,2025-05-13,C255,Customer 255,Region 9,City 16,P049,Product 49,Category 4,6,491.59,2949.54,20,768.16
O01497,2025-04-30,C111,Customer 111,Region 7,City 22,P051,Product 51,Category 6,2,16.21,32.42,15,4.43
O01498,2025-03-22,C155,Customer 155,Region 3,City 6,P037,Product 37,Category 7,3,329.5,988.5,0,187.44
O01499,2025-04-29,C180,Customer 180,Region 3,City 1,P070,Product 70,Category 10,10,231.01,2310.1,10,148.61
O01500,2025-09-25,C094,Customer 94,Region 10,City 5,P100,Product 100,Category 10,9,118.57,1067.13,20,173.33
O01501,2025-08-18,C228,Customer 228,Region 7,City 19,P087,Product 87,Category 12,1,230.44,230.44,5,50.02
O01502,2025-07-20,C268,Customer 268,Region 8,City 29,P073,Product 73,Category 13,10,98.73,987.3,20,270.87
O01503,2025-02-12,C183,Customer 183,Region 1,City 4,P053,Product 53,Category 8,9,434.3,3908.7,10,270.9
O01504,2025-10-11,C155,Customer 155,Region 3,City 6,P005,Product 5,Category 5,1,86.73,86.73,20,23.7
O01505,2025-04-02,C105,Customer 105,Region 7,City 16,P001,Product 1,Category 1,10,254.75,2547.5,15,395.9
O01506,2025-01-06,C258,Customer 258,Region 5,City 19,P010,Product 10,Category 10,10,293.01,2930.1,5,668.39
O01507,2025-10-29,C291,Customer 291,Region 4,City 22,P009,Product 9,Category 9,1,154.35,154.35,5,31.53
O01508,2025-03-02,C019,Customer 19,Region 1,City 20,P078,Product 78,Category 3,2,382.56,765.12,15,145.8
O01509,2025-06-20,C141,Customer 141,Region 2,City 22,P077,Product 77,Category 2,7,475.01,3325.07,5,617.14
O01510,2025-01-04,C093,Customer 93,Region 8,City 4,P056,Product 56,Category 11,10,261.99,2619.9,5,477.71
O01511,2025-02-18,C052,Customer 52,Region 4,City 23,P009,Product 9,Category 9,1,154.35,154.35,10,24.13
O01512,2025-09-11,C210,Customer 210,Region 7,City 1,P095,Product 95,Category 5,4,177.16,708.64,0,71.18
O01513,2025-07-03,C032,Customer 32,Region 4,City 3,P072,Product 72,Category 12,4,27.53,110.12,20,28.2
O01514,2025-08-29,C171,Customer 171,Region 3,City 22,P063,Product 63,Category 3,3,307.88,923.64,20,243.94
O01515,2025-11-05,C196,Customer 196,Region 6,City 17,P036,Product 36,Category 6,1,93.48,93.48,10,10.73
O01516,2025-06-18,C049,Customer 49,Region 2,City 20,P061,Product 61,Category 1,8,126.53,1012.24,10,147.98
O01517,2025-08-12,C286,Customer 286,Region 10,City 17,P072,Product 72,Category 12,8,27.53,220.24,5,15.26
O01518,2025-06-10,C128,Customer 128,Region 2,City 9,P032,Product 32,Category 2,8,246.16,1969.28,15,104.11
O01519,2025-08-26,C184,Customer 184,Region 1,City 5,P016,Product 16,Category 1,2,29.92,59.84,0,12.02
O01520,2025-04-18,C246,Customer 246,Region 10,City 7,P020,Product 20,Category 5,8,261.28,2090.24,20,550.3
O01521,2025-08-15,C018,Customer 18,Region 9,City 19,P018,Product 18,Category 3,8,218.78,1750.24,10,225.38
O01522,2025-11-10,C219,Customer 219,Region 1,City 10,P076,Product 76,Category 1,3,21.06,63.18,10,4.29
O01523,2025-05-24,C097,Customer 97,Region 6,City 8,P030,Product 30,Category 15,10,225.39,2253.9,5,473.19
O01524,2025-07-27,C040,Customer 40,Region 3,City 11,P029,Product 29,Category 14,1,260.21,260.21,20,13.3
O01525,2025-10-17,C014,Customer 14,Region 7,City 15,P049,Product 49,Category 4,7,491.59,3441.13,20,1025.85
