OrderID,CustomerID,ProductID,OrderDate,Quantity,SalesAmount,Discount,Profit
O01074,C111,P043,2025-05-04,5,1872.0,10,308.36
O01075,C124,P016,2025-06-30,7,209.44,15,21.2
O01076,C108,P028,2025-09-29,10,1867.8,10,535.37
O01077,C113,P041,2025-10-04,4,1068.48,0,274.85
O01078,C232,P061,2025-01-10,3,379.59,15,97.25
O01079,C245,P048,2025-06-14,10,3922.0,15,620.14
O01080,C204,P055,2025-02-17,4,862.68,20,189.77
O01081,C123,P022,2025-08-22,8,3793.6,20,617.13
O01082,C263,P044,2025-02-24,3,111.3,10,32.36
O01083,C100,P012,2025-07-31,3,1359.45,0,382.57
O01084,C255,P048,2025-07-28,5,1961.0,15,132.77
O01085,C260,P092,2025-03-01,8,1074.72,5,305.26
O01086,C056,P031,2025-09-06,6,419.4,20,113.39
O01087,C167,P066,2025-03-05,6,474.36,5,36.42
O01088,C067,P062,2025-10-22,3,503.1,0,113.11
O01089,C273,P016,2025-05-27,5,149.6,5,18.9
O01090,C204,P063,2025-06-04,7,2155.16,5,460.96
O01091,C187,P040,2025-10-09,5,2281.45,0,614.5
O01092,C023,P075,2025-06-16,9,3764.88,5,716.63
O01093,C151,P083,2025-04-21,10,4654.8,20,274.17
O01094,C283,P036,2025-10-05,2,186.96,15,44.62
O01095,C268,P011,2025-12-19,2,96.7,5,17.01
O01096,C107,P072,2025-04-05,4,110.12,15,9.29
O01097,C033,P071,2025-10-18,2,578.38,5,106.46
O01098,C276,P080,2025-11-26,5,1613.65,20,129.69
O01099,C280,P011,2025-09-12,4,193.4,5,33.51
O01100,C095,P083,2025-05-11,1,465.48,10,39.85
O01101,C155,P044,2025-10-29,4,148.4,0,42.98
O01102,C086,P093,2025-01-24,5,269.25,10,63.93
O01103,C035,P015,2025-06-01,4,1467.88,15,216.56
O01104,C047,P043,2025-09-17,2,748.8,0,87.76
O01105,C140,P079,2025-11-22,10,470.4,10,87.98
O01106,C185,P085,2025-04-06,2,912.22,15,45.67
O01107,C017,P001,2025-09-10,8,2038.0,5,499.41
O01108,C250,P099,2025-01-23,1,154.71,15,10.95
O01109,C163,P012,2025-02-09,3,1359.45,20,283.25
O01110,C211,P010,2025-04-02,8,2344.08,10,371.25
O01111,C093,P036,2025-11-03,2,186.96,0,31.49
O01112,C240,P004,2025-05-16,10,4462.1,15,923.72
O01113,C127,P029,2025-12-09,5,1301.05,15,111.56
O01114,C268,P084,2025-08-16,2,821.16,15,113.11
O01115,C160,P068,2025-11-01,10,3663.1,20,748.53
O01116,C218,P055,2025-01-12,6,1294.02,15,168.26
O01117,C282,P029,2025-01-21,2,520.42,10,117.38
O01118,C173,P034,2025-06-01,3,1168.02,5,178.94
O01119,C291,P067,2025-10-19,9,2207.16,20,347.79
O01120,C176,P089,2025-05-24,8,1767.36,5,110.4
O01121,C003,P084,2025-07-07,9,3695.22,5,690.46
O01122,C274,P045,2025-07-10,4,757.16,15,166.9
O01123,C170,P069,2025-07-25,8,3090.4,5,261.04
O01124,C153,P039,2025-05-01,5,2449.85,20,490.22
O01125,C004,P047,2025-01-06,4,792.44,0,157.22
O01126,C060,P051,2025-06-30,6,97.26,20,13.92
O01127,C141,P085,2025-08-30,5,2280.55,10,125.4
O01128,C158,P079,2025-04-07,9,423.36,20,27.82
O01129,C201,P003,2025-03-08,4,1744.88,15,339.38
O01130,C282,P052,2025-09-21,8,3277.68,5,503.99
O01131,C278,P001,2025-03-05,7,1783.25,10,137.03
O01132,C086,P050,2025-06-22,8,3716.16,10,524.15
O01133,C006,P063,2025-12-18,2,615.76,10,112.91
O01134,C298,P017,2025-09-22,3,1120.08,15,128.78
O01135,C065,P012,2025-05-19,2,906.3,10,76.17
O01136,C259,P068,2025-08-31,7,2564.17,0,728.61
O01137,C005,P076,2025-04-29,6,126.36,5,32.48
O01138,C176,P076,2025-05-03,4,84.24,10,21.87
O01139,C025,P073,2025-05-02,10,987.3,10,170.9
O01140,C295,P086,2025-09-02,6,2231.7,20,499.6
O01141,C252,P013,2025-10-21,8,376.32,0,77.0
O01142,C284,P048,2025-09-13,6,2353.2,15,611.99
O01143,C183,P019,2025-06-15,10,206.2,0,24.1
O01144,C141,P086,2025-07-26,2,743.9,10,161.16
O01145,C116,P022,2025-10-11,2,948.4,15,80.65
O01146,C270,P035,2025-03-21,6,894.18,0,106.56
O01147,C221,P074,2025-01-15,4,1164.28,15,163.14
O01148,C098,P005,2025-01-29,10,867.3,0,77.6
O01149,C294,P071,2025-12-10,9,2602.71,15,180.93
O01150,C156,P072,2025-07-21,3,82.59,20,7.62
O01151,C020,P028,2025-04-14,5,933.9,5,63.3
O01152,C047,P068,2025-01-13,2,732.62,0,174.75
O01153,C287,P063,2025-12-26,8,2463.04,15,413.52
O01154,C290,P028,2025-09-07,1,186.78,10,33.42
O01155,C052,P016,2025-07-11,1,29.92,0,6.82
O01156,C031,P031,2025-07-23,7,489.3,15,74.47
O01157,C129,P075,2025-06-21,2,836.64,0,168.93
O01158,C024,P042,2025-05-04,10,4169.9,15,222.7
O01159,C218,P092,2025-11-02,4,537.36,10,116.49
O01160,C220,P090,2025-08-21,10,2991.9,20,403.87
O01161,C046,P089,2025-03-25,7,1546.44,5,341.63
O01162,C159,P016,2025-03-24,9,269.28,15,23.66
O01163,C195,P064,2025-04-18,2,891.88,15,220.64
O01164,C119,P055,2025-11-21,3,647.01,0,193.36
O01165,C179,P075,2025-08-04,2,836.64,5,66.64
O01166,C072,P015,2025-06-06,1,366.97,5,96.68
O01167,C224,P077,2025-03-17,8,3800.08,15,489.36
O01168,C186,P059,2025-05-22,5,1743.3,0,492.74
O01169,C167,P061,2025-01-14,8,1012.24,20,296.49
O01170,C264,P024,2025-07-17,3,219.15,0,43.43
O01171,C061,P030,2025-01-24,5,1126.95,10,220.61
O01172,C216,P023,2025-06-07,1,444.27,10,55.73
O01173,C075,P014,2025-09-12,7,1114.96,20,154.81
O01174,C204,P075,2025-10-20,10,4183.2,10,564.71
O01175,C264,P039,2025-10-01,7,3429.79,0,438.93
O01176,C185,P061,2025-10-30,3,379.59,5,101.49
O01177,C114,P026,2025-01-29,2,949.74,5,216.24
O01178,C071,P078,2025-10-21,2,765.12,5,119.74
O01179,C273,P010,2025-09-30,9,2637.09,5,675.47
O01180,C240,P077,2025-06-12,6,2850.06,10,552.99
O01181,C269,P043,2025-01-22,3,1123.2,5,163.62
O01182,C125,P045,2025-01-01,5,946.45,10,258.02
O01183,C096,P024,2025-05-08,2,146.1,15,27.76
O01184,C095,P081,2025-10-04,6,676.44,15,133.83
O01185,C198,P064,2025-01-22,2,891.88,0,172.84
O01186,C031,P088,2025-04-26,2,578.02,0,126.16
O01187,C159,P087,2025-09-09,8,1843.52,5,412.19
O01188,C001,P032,2025-09-01,6,1476.96,20,93.81
O01189,C025,P046,2025-03-30,9,378.81,20,91.19
O01190,C186,P063,2025-04-03,3,923.64,15,100.98
O01191,C025,P071,2025-04-04,9,2602.71,15,201.31
O01192,C100,P020,2025-01-15,6,1567.68,0,184.7
O01193,C196,P036,2025-02-15,5,467.4,15,130.87
O01194,C087,P030,2025-11-13,7,1577.73,15,311.39
O01195,C265,P089,2025-02-08,9,1988.28,0,132.25
O01196,C014,P091,2025-03-31,2,677.3,0,160.44
O01197,C274,P059,2025-11-16,2,697.32,0,111.43
O01198,C173,P022,2025-03-08,1,474.2,0,71.73
O01199,C060,P062,2025-09-21,7,1173.9,20,72.31
O01200,C177,P035,2025-06-06,10,1490.3,5,441.4
O01201,C218,P007,2025-02-11,10,4517.7,20,773.6
O01202,C107,P036,2025-12-06,2,186.96,20,13.11
O01203,C209,P098,2025-11-12,10,3354.6,5,946.27
O01204,C085,P072,2025-02-23,7,192.71,10,57.04
O01205,C289,P055,2025-10-27,5,1078.35,20,271.83
O01206,C033,P033,2025-06-08,2,784.74,15,185.65
O01207,C120,P004,2025-06-02,4,1784.84,0,173.35
O01208,C244,P011,2025-06-23,5,241.75,0,52.24
O01209,C154,P011,2025-12-20,4,193.4,15,15.89
O01210,C193,P036,2025-11-09,4,373.92,15,78.15
O01211,C122,P093,2025-11-22,3,161.55,10,44.39
O01212,C090,P010,2025-10-21,1,293.01,20,15.11
O01213,C164,P032,2025-10-01,10,2461.6,20,173.57
O01214,C202,P039,2025-08-05,1,489.97,10,50.35
O01215,C177,P093,2025-03-30,7,376.95,20,49.45
O01216,C058,P014,2025-01-25,2,318.56,5,31.28
O01217,C173,P017,2025-06-29,6,2240.16,10,643.87
O01218,C078,P044,2025-05-15,7,259.7,5,57.03
O01219,C126,P070,2025-08-10,10,2310.1,10,270.98
O01220,C165,P014,2025-05-20,5,796.4,5,193.2
O01221,C124,P013,2025-09-28,4,188.16,20,26.1
O01222,C142,P099,2025-08-03,6,928.26,15,51.75
O01223,C081,P089,2025-08-05,8,1767.36,20,517.75
O01224,C164,P004,2025-02-14,7,3123.47,20,249.61
O01225,C292,P050,2025-08-12,2,929.04,0,158.17
O01226,C051,P061,2025-02-07,8,1012.24,15,219.71
O01227,C183,P022,2025-05-23,7,3319.4,20,330.4
O01228,C131,P053,2025-12-07,5,2171.5,5,169.03
O01229,C076,P033,2025-01-03,5,1961.85,10,497.8
O01230,C165,P034,2025-06-10,6,2336.04,20,581.89
O01231,C205,P049,2025-08-27,2,983.18,10,129.58
O01232,C024,P076,2025-10-22,1,21.06,15,4.89
O01233,C042,P047,2025-06-05,1,198.11,10,58.33
O01234,C017,P020,2025-04-01,2,522.56,15,100.2
O01235,C255,P033,2025-10-22,3,1177.11,10,200.9
O01236,C292,P029,2025-08-24,3,780.63,20,202.94
O01237,C030,P081,2025-01-28,2,225.48,10,41.64
O01238,C161,P055,2025-08-13,4,862.68,5,109.7
O01239,C155,P041,2025-10-04,10,2671.2,10,719.42
O01240,C203,P007,2025-10-15,8,3614.16,10,610.92
O01241,C064,P048,2025-05-31,9,3529.8,0,437.07
O01242,C082,P085,2025-06-04,3,1368.33,5,321.8
O01243,C008,P013,2025-06-28,8,376.32,10,74.65
O01244,C022,P087,2025-10-02,7,1613.08,20,171.67
O01245,C190,P026,2025-06-22,1,474.87,15,122.34
O01246,C223,P070,2025-01-19,4,924.04,0,57.78
O01247,C021,P099,2025-12-10,3,464.13,15,101.28
O01248,C253,P012,2025-10-27,10,4531.5,10,552.87
O01249,C180,P054,2025-03-03,6,77.46,0,16.03
O01250,C137,P034,2025-01-13,9,3504.06,5,327.55
O01251,C100,P019,2025-05-21,1,20.62,5,4.3
O01252,C225,P089,2025-09-13,3,662.76,20,133.02
O01253,C057,P023,2025-12-18,7,3109.89,15,710.89
O01254,C288,P020,2025-08-29,4,1045.12,10,57.48
O01255,C043,P043,2025-09-29,2,748.8,10,202.95
O01256,C158,P078,2025-09-06,8,3060.48,5,347.11
O01257,C259,P037,2025-06-05,9,2965.5,5,745.9
O01258,C106,P089,2025-06-18,1,220.92,5,34.26
O01259,C247,P060,2025-04-19,9,1780.2,0,415.37
O01260,C009,P072,2025-09-18,5,137.65,5,36.98
O01261,C017,P055,2025-02-18,3,647.01,15,51.91
O01262,C230,P039,2025-12-29,4,1959.88,15,308.7
O01263,C165,P010,2025-03-23,10,2930.1,15,382.4
O01264,C298,P070,2025-08-04,3,693.03,15,189.23
O01265,C175,P034,2025-05-20,8,3114.72,15,516.0
O01266,C259,P052,2025-05-15,8,3277.68,0,338.43
O01267,C185,P071,2025-04-21,4,1156.76,10,286.63
O01268,C040,P067,2025-01-05,8,1961.92,5,553.68
O01269,C172,P044,2025-12-10,4,148.4,20,41.68
O01270,C223,P004,2025-11-05,4,1784.84,20,489.09
O01271,C083,P099,2025-08-25,7,1082.97,10,107.91
O01272,C153,P089,2025-07-22,10,2209.2,10,461.45
O01273,C283,P016,2025-09-18,6,179.52,10,13.97
O01274,C136,P052,2025-10-05,7,2867.97,15,578.07
O01275,C162,P100,2025-04-03,3,355.71,0,42.96
O01276,C103,P015,2025-06-05,5,1834.85,20,282.64
O01277,C037,P050,2025-07-09,1,464.52,15,112.62
O01278,C138,P094,2025-12-12,8,522.88,0,48.28
O01279,C231,P073,2025-03-10,6,592.38,15,93.7
O01280,C288,P040,2025-10-10,7,3194.03,20,635.85
O01281,C235,P071,2025-03-14,2,578.38,20,34.5
O01282,C256,P057,2025-09-19,6,1860.78,15,316.75
O01283,C006,P047,2025-09-22,9,1782.99,0,113.11
O01284,C181,P001,2025-10-14,3,764.25,15,110.84
O01285,C229,P058,2025-05-12,1,201.63,15,34.42
O01286,C154,P044,2025-03-10,9,333.9,5,90.5
O01287,C204,P009,2025-09-03,9,1389.15,20,81.72
O01288,C221,P095,2025-07-11,7,1240.12,20,208.6
O01289,C298,P017,2025-05-28,5,1866.8,10,443.78
O01290,C114,P059,2025-03-08,6,2091.96,20,622.78
O01291,C037,P009,2025-12-05,10,1543.5,15,430.38
O01292,C128,P070,2025-07-13,7,1617.07,15,354.25
O01293,C267,P036,2025-06-17,4,373.92,20,25.46
O01294,C154,P020,2025-01-16,4,1045.12,5,200.5
O01295,C201,P008,2025-10-11,3,756.96,5,148.93
O01296,C186,P002,2025-04-02,10,1814.4,15,302.94
O01297,C125,P085,2025-10-04,5,2280.55,0,663.32
O01298,C107,P090,2025-06-23,8,2393.52,0,545.74
O01299,C267,P012,2025-09-30,7,3172.05,0,661.72
O01300,C051,P097,2025-11-19,10,2263.7,5,528.56
O01301,C105,P060,2025-12-28,10,1978.0,10,538.03
O01302,C073,P006,2025-02-13,6,392.22,5,23.72
O01303,C132,P034,2025-07-31,6,2336.04,15,170.83
O01304,C118,P026,2025-06-12,1,474.87,5,129.65
O01305,C092,P015,2025-03-31,5,1834.85,15,488.3
O01306,C211,P072,2025-09-02,1,27.53,10,3.51
O01307,C294,P029,2025-03-03,1,260.21,10,77.11
O01308,C055,P099,2025-04-19,8,1237.68,20,150.24
O01309,C185,P042,2025-12-12,7,2918.93,10,623.4
O01310,C178,P029,2025-01-16,8,2081.68,20,326.08
O01311,C139,P020,2025-12-10,4,1045.12,5,61.99
O01312,C113,P088,2025-05-17,10,2890.1,0,491.73
O01313,C050,P085,2025-10-04,9,4104.99,5,466.93
O01314,C113,P028,2025-01-30,5,933.9,5,98.36
O01315,C260,P055,2025-08-19,4,862.68,10,233.92
O01316,C299,P038,2025-03-19,6,184.8,15,41.11
O01317,C235,P004,2025-07-10,9,4015.89,5,1007.39
O01318,C027,P014,2025-02-13,3,477.84,0,64.83
O01319,C008,P026,2025-06-07,6,2849.22,15,606.95
O01320,C002,P071,2025-12-04,7,2024.33,15,283.24
O01321,C172,P054,2025-12-25,6,77.46,15,21.49
O01322,C026,P064,2025-12-11,7,3121.58,20,720.68
O01323,C114,P094,2025-03-07,10,653.6,10,168.53
O01324,C076,P059,2025-06-25,1,348.66,5,26.67
O01325,C245,P037,2025-07-20,6,1977.0,20,564.52
O01326,C058,P087,2025-05-08,8,1843.52,15,492.71
O01327,C278,P025,2025-07-25,7,243.39,5,64.4
O01328,C107,P081,2025-07-05,6,676.44,0,180.0
O01329,C044,P098,2025-03-11,1,335.46,5,63.25
O01330,C174,P031,2025-09-20,9,629.1,5,142.47
O01331,C210,P067,2025-09-23,9,2207.16,10,155.62
O01332,C269,P003,2025-05-27,8,3489.76,10,465.78
O01333,C007,P073,2025-04-18,5,493.65,15,54.82
O01334,C255,P097,2025-08-29,1,226.37,10,52.26
O01335,C056,P038,2025-07-21,1,30.8,10,7.65
O01336,C095,P082,2025-04-05,2,775.4,15,148.72
O01337,C136,P087,2025-05-05,1,230.44,20,29.1
O01338,C223,P006,2025-04-07,1,65.37,0,8.57
O01339,C252,P057,2025-03-27,4,1240.52,20,242.54
O01340,C190,P070,2025-03-22,1,231.01,10,20.32
O01341,C225,P032,2025-10-28,8,1969.28,5,160.1
O01342,C267,P009,2025-06-24,7,1080.45,20,276.26
O01343,C144,P003,2025-09-21,1,436.22,15,97.83
O01344,C131,P095,2025-02-16,5,885.8,20,214.55
O01345,C123,P043,2025-12-10,10,3744.0,15,803.92
O01346,C145,P004,2025-11-17,3,1338.63,10,228.35
O01347,C082,P091,2025-05-27,10,3386.5,15,669.66
O01348,C255,P023,2025-12-07,5,2221.35,20,452.68
O01349,C206,P092,2025-01-18,10,1343.4,15,163.27
O01350,C251,P010,2025-11-07,1,293.01,10,43.23
O01351,C156,P004,2025-01-25,5,2231.05,0,142.5
O01352,C099,P061,2025-05-28,7,885.71,10,178.11
O01353,C072,P016,2025-02-04,1,29.92,20,4.19
O01354,C036,P019,2025-11-07,6,123.72,20,7.83
O01355,C235,P027,2025-01-03,1,273.37,0,39.17
O01356,C042,P039,2025-07-24,2,979.94,0,98.66
O01357,C039,P087,2025-07-25,10,2304.4,5,436.09
O01358,C031,P080,2025-03-30,5,1613.65,10,119.97
O01359,C272,P016,2025-07-22,1,29.92,0,3.89
O01360,C083,P016,2025-03-23,3,89.76,15,22.94
O01361,C024,P029,2025-06-18,5,1301.05,10,352.21
O01362,C005,P050,2025-04-11,7,3251.64,20,939.01
O01363,C271,P054,2025-12-30,8,103.28,0,8.15
O01364,C143,P067,2025-07-16,9,2207.16,0,313.27
O01365,C062,P090,2025-11-02,4,1196.76,20,253.4
O01366,C185,P033,2025-11-04,3,1177.11,20,251.07
O01367,C006,P091,2025-12-21,4,1354.6,20,402.6
O01368,C179,P014,2025-09-08,8,1274.24,15,334.87
O01369,C290,P019,2025-03-03,10,206.2,5,53.08
O01370,C045,P055,2025-12-14,5,1078.35,15,302.29
O01371,C009,P042,2025-10-21,8,3335.92,5,187.52
O01372,C262,P059,2025-07-05,7,2440.62,0,322.87
O01373,C200,P052,2025-11-10,9,3687.39,20,735.38
O01374,C297,P025,2025-12-04,1,34.77,10,10.26
O01375,C120,P063,2025-07-08,6,1847.28,20,297.37
O01376,C271,P012,2025-10-05,9,4078.35,10,847.46
O01377,C026,P021,2025-08-12,9,1134.81,5,156.97
O01378,C021,P064,2025-07-01,1,445.94,20,103.75
O01379,C219,P085,2025-12-31,5,2280.55,5,615.46
O01380,C281,P079,2025-01-08,9,423.36,10,92.27
O01381,C238,P020,2025-05-13,6,1567.68,0,225.93
O01382,C249,P100,2025-08-11,8,948.56,0,48.73
O01383,C176,P055,2025-05-14,2,431.34,0,120.71
O01384,C268,P081,2025-04-20,4,450.96,10,33.32
O01385,C235,P060,2025-08-08,5,989.0,5,202.23
O01386,C084,P032,2025-06-18,9,2215.44,5,183.79
O01387,C257,P091,2025-05-11,6,2031.9,15,519.45
O01388,C292,P092,2025-09-07,5,671.7,20,155.72
O01389,C092,P042,2025-10-16,4,1667.96,0,427.6
O01390,C264,P062,2025-04-06,6,1006.2,10,232.65
O01391,C166,P007,2025-06-07,7,3162.39,20,526.79
O01392,C275,P069,2025-09-09,5,1931.5,0,498.04
O01393,C123,P003,2025-07-23,9,3925.98,10,939.55
O01394,C167,P078,2025-09-15,9,3443.04,5,958.27
O01395,C043,P002,2025-05-22,2,362.88,5,55.33
O01396,C113,P066,2025-08-19,7,553.42,10,115.82
O01397,C299,P073,2025-01-29,8,789.84,10,83.47
O01398,C096,P007,2025-06-30,1,451.77,20,53.43
O01399,C008,P099,2025-07-22,1,154.71,0,26.25
O01400,C184,P058,2025-07-27,8,1613.04,5,97.56
O01401,C296,P019,2025-07-21,10,206.2,10,58.83
O01402,C098,P081,2025-12-12,9,1014.66,0,240.15
O01403,C090,P061,2025-03-28,3,379.59,10,110.96
O01404,C063,P006,2025-06-26,9,588.33,20,124.85
O01405,C078,P033,2025-09-25,9,3531.33,15,212.6
O01406,C196,P003,2025-10-16,7,3053.54,5,354.82
O01407,C252,P026,2025-12-29,7,3324.09,15,338.95
O01408,C207,P085,2025-04-30,9,4104.99,20,990.33
O01409,C257,P033,2025-09-14,4,1569.48,20,401.89
O01410,C062,P045,2025-08-13,10,1892.9,5,488.85
O01411,C287,P058,2025-04-23,1,201.63,15,49.21
O01412,C120,P076,2025-01-06,3,63.18,10,10.64
O01413,C037,P081,2025-10-09,6,676.44,5,111.6
O01414,C040,P094,2025-08-14,1,65.36,10,9.47
O01415,C242,P041,2025-02-18,10,2671.2,0,211.34
O01416,C041,P021,2025-08-23,3,378.27,10,103.53
O01417,C279,P030,2025-03-30,6,1352.34,5,240.31
O01418,C106,P011,2025-08-24,8,386.8,0,113.46
O01419,C126,P023,2025-02-24,3,1332.81,0,146.23
O01420,C142,P065,2025-12-27,7,1360.8,15,354.96
O01421,C045,P008,2025-01-21,10,2523.2,0,299.89
O01422,C275,P010,2025-11-04,1,293.01,5,18.45
O01423,C107,P052,2025-11-30,1,409.71,15,96.05
O01424,C273,P020,2025-06-19,2,522.56,20,153.12
O01425,C019,P074,2025-11-23,9,2619.63,20,345.26
O01426,C237,P058,2025-03-10,6,1209.78,15,113.81
O01427,C179,P046,2025-06-28,3,126.27,5,13.96
O01428,C133,P055,2025-04-26,4,862.68,20,191.34
O01429,C045,P089,2025-01-04,1,220.92,10,37.35
O01430,C221,P048,2025-04-28,1,392.2,10,86.49
O01431,C213,P085,2025-04-02,5,2280.55,5,665.24
O01432,C178,P059,2025-05-15,2,697.32,5,182.94
O01433,C016,P043,2025-05-31,7,2620.8,20,445.71
O01434,C063,P012,2025-08-27,4,1812.6,5,224.77
O01435,C249,P030,2025-03-22,4,901.56,0,191.37
O01436,C283,P007,2025-10-17,9,4065.93,15,605.74
O01437,C147,P007,2025-06-19,10,4517.7,5,560.35
O01438,C085,P099,2025-09-11,9,1392.39,15,370.59
O01439,C018,P067,2025-09-21,6,1471.44,20,389.45
O01440,C239,P097,2025-12-30,5,1131.85,20,210.09
O01441,C101,P093,2025-10-01,9,484.65,0,56.51
O01442,C236,P003,2025-10-30,9,3925.98,20,397.66
O01443,C015,P065,2025-04-16,6,1166.4,20,280.61
O01444,C038,P055,2025-03-25,5,1078.35,20,196.79
O01445,C070,P008,2025-02-03,1,252.32,0,44.92
O01446,C177,P092,2025-09-13,10,1343.4,15,125.22
O01447,C218,P034,2025-05-13,6,2336.04,15,301.1
O01448,C139,P085,2025-10-13,10,4561.1,0,619.82
O01449,C124,P072,2025-02-21,1,27.53,5,7.74
O01450,C258,P023,2025-04-07,6,2665.62,20,569.91
O01451,C011,P015,2025-04-26,1,366.97,10,40.6
O01452,C118,P002,2025-05-14,6,1088.64,20,310.95
O01453,C131,P066,2025-06-27,7,553.42,5,39.06
O01454,C234,P068,2025-05-29,5,1831.55,5,324.57
O01455,C185,P030,2025-09-17,8,1803.12,10,346.71
O01456,C222,P006,2025-02-19,4,261.48,0,45.26
O01457,C056,P083,2025-02-24,5,2327.4,5,294.61
O01458,C021,P002,2025-10-26,4,725.76,10,91.13
O01459,C046,P005,2025-12-06,6,520.38,0,68.25
O01460,C097,P008,2025-05-26,8,2018.56,15,255.0
O01461,C195,P009,2025-11-30,9,1389.15,10,111.03
O01462,C028,P095,2025-02-03,8,1417.28,15,155.32
O01463,C028,P002,2025-08-16,9,1632.96,20,284.61
O01464,C118,P041,2025-03-17,4,1068.48,10,156.9
O01465,C071,P083,2025-10-10,2,930.96,5,202.15
O01466,C113,P048,2025-11-02,10,3922.0,10,271.3
O01467,C199,P045,2025-02-28,10,1892.9,15,186.94
O01468,C253,P064,2025-07-15,5,2229.7,0,312.29
O01469,C083,P096,2025-08-26,10,4376.8,10,1294.03
O01470,C102,P031,2025-08-08,2,139.8,10,39.54
O01471,C135,P053,2025-08-02,8,3474.4,20,347.31
O01472,C118,P076,2025-10-27,4,84.24,10,21.86
O01473,C107,P091,2025-12-19,5,1693.25,5,274.02
O01474,C148,P075,2025-08-04,7,2928.24,5,595.26
O01475,C191,P006,2025-12-05,4,261.48,20,42.84
O01476,C124,P025,2025-02-26,6,208.62,15,26.89
O01477,C147,P078,2025-09-30,9,3443.04,0,239.06
O01478,C018,P006,2025-03-31,1,65.37,5,5.15
O01479,C161,P100,2025-12-01,1,118.57,5,32.53
O01480,C176,P053,2025-09-12,5,2171.5,10,364.3
O01481,C291,P022,2025-10-08,4,1896.8,5,516.04
O01482,C230,P020,2025-09-17,9,2351.52,5,550.62
O01483,C167,P054,2025-12-18,1,12.91,5,3.49
O01484,C065,P031,2025-03-21,9,629.1,10,41.34
O01485,C148,P078,2025-07-18,8,3060.48,20,401.1
O01486,C202,P037,2025-04-13,1,329.5,10,81.74
O01487,C135,P048,2025-05-13,7,2745.4,15,418.87
O01488,C098,P065,2025-09-21,10,1944.0,10,418.19
O01489,C029,P098,2025-06-12,6,2012.76,5,233.03
O01490,C296,P090,2025-03-01,2,598.38,20,109.87
O01491,C092,P059,2025-04-18,1,348.66,5,20.94
O01492,C112,P056,2025-02-25,1,261.99,0,68.34
O01493,C006,P060,2025-05-17,7,1384.6,0,224.71
O01494,C104,P086,2025-04-04,4,1487.8,20,275.18
O01495,C118,P036,2025-05-08,4,373.92,15,90.09
O01496,C255,P049,2025-05-13,6,2949.54,20,768.16
O01497,C111,P051,2025-04-30,2,32.42,15,4.43
O01498,C155,P037,2025-03-22,3,988.5,0,187.44
O01499,C180,P070,2025-04-29,10,2310.1,10,148.61
O01500,C094,P100,2025-09-25,9,1067.13,20,173.33
O01501,C228,P087,2025-08-18,1,230.44,5,50.02
O01502,C268,P073,2025-07-20,10,987.3,20,270.87
O01503,C183,P053,2025-02-12,9,3908.7,10,270.9
O01504,C155,P005,2025-10-11,1,86.73,20,23.7
O01505,C105,P001,2025-04-02,10,2547.5,15,395.9
O01506,C258,P010,2025-01-06,10,2930.1,5,668.39
O01507,C291,P009,2025-10-29,1,154.35,5,31.53
O01508,C019,P078,2025-03-02,2,765.12,15,145.8
O01509,C141,P077,2025-06-20,7,3325.07,5,617.14
O01510,C093,P056,2025-01-04,10,2619.9,5,477.71
O01511,C052,P009,2025-02-18,1,154.35,10,24.13
O01512,C210,P095,2025-09-11,4,708.64,0,71.18
O01513,C032,P072,2025-07-03,4,110.12,20,28.2
O01514,C171,P063,2025-08-29,3,923.64,20,243.94
O01515,C196,P036,2025-11-05,1,93.48,10,10.73
O01516,C049,P061,2025-06-18,8,1012.24,10,147.98
O01517,C286,P072,2025-08-12,8,220.24,5,15.26
O01518,C128,P032,2025-06-10,8,1969.28,15,104.11
O01519,C184,P016,2025-08-26,2,59.84,0,12.02
O01520,C246,P020,2025-04-18,8,2090.24,20,550.3
O01521,C018,P018,2025-08-15,8,1750.24,10,225.38
O01522,C219,P076,2025-11-10,3,63.18,10,4.29
O01523,C097,P030,2025-05-24,10,2253.9,5,473.19
O01524,C040,P029,2025-07-27,1,260.21,20,13.3
O01525,C014,P049,2025-10-17,7,3441.13,20,1025.85
O01526,C090,P013,2025-02-17,2,94.08,10,9.33
O01527,C242,P027,2025-12-30,9,2460.33,20,429.62
O01528,C183,P044,2025-08-07,3,111.3,10,8.09
O01529,C265,P045,2025-02-06,9,1703.61,15,376.46
O01530,C139,P031,2025-11-16,6,419.4,20,57.6
O01531,C165,P094,2025-11-20,4,261.44,15,69.13
O01532,C180,P047,2025-12-25,2,396.22,20,37.66
O01533,C085,P086,2025-07-28,1,371.95,10,64.02
O01534,C086,P006,2025-03-06,1,65.37,10,5.12
O01535,C186,P014,2025-07-06,9,1433.52,5,317.74
O01536,C292,P076,2025-01-07,7,147.42,0,16.36
O01537,C086,P016,2025-11-16,7,209.44,20,47.19
O01538,C242,P051,2025-11-15,6,97.26,15,24.12
O01539,C151,P065,2025-08-23,10,1944.0,15,447.15
O01540,C117,P040,2025-07-19,1,456.29,0,114.71
O01541,C039,P073,2025-01-04,4,394.92,10,59.58
O01542,C023,P039,2025-10-18,9,4409.73,10,547.34
O01543,C168,P004,2025-05-20,2,892.42,15,129.76
O01544,C123,P040,2025-09-22,5,2281.45,15,204.55
O01545,C143,P098,2025-03-12,3,1006.38,5,81.3
